RE	TG	SNP	D0	Sig	RS	P-value	TF
chr3_10973307_10973521	SLC6A1	rs114400776,rs116197165,rs11712487,rs139447499,rs140055572,rs145760854,rs187209840,rs2697152,rs3774107,rs3821756,rs3821757,rs3821761,rs41469944,rs73121707,rs751960,rs78009009,rs78792083,rs958469,rs958470	###	###	0.21649361086588065	0.35227873983744806	TEF,NR2F6,CTCF,NFIC,RXRB,YY1,FOXG1,SMAD3,MZF1,HLF,POU3F2,NFIX,POU3F3,MAFG,SOX15,ETV5,TCF3,TFCP2,TCF4,TCF12,ETS2,SOX2,SP2,RFX5,SOX21,RXRA,ZBTB7A,ESRRA,NR2F1
chr9_4670943_4671249	AK3	rs10974729,rs10974739,rs116896803,rs12376007,rs145197779,rs149602504,rs301486,rs34250374,rs384535,rs3912457,rs41279559,rs439448,rs445684,rs72695843	###	###	0.21645280534398254	0.35248119958824664	ETS2,NR2F1,RXRB,MEIS3
chr22_18906136_18906360	PRODH	rs140290756,rs190466477,rs35467491,rs41277584	###	###	0.21644848744132747	0.3525026256426418	ETS2,BHLHE40,NFIX
chr9_95737905_95738304	WNK2	rs10125860,rs10761183,rs10761187,rs10821045,rs10821053,rs10992535,rs10992536,rs10992543,rs10992544,rs10992549,rs10992551,rs10992554,rs10992555,rs10992556,rs10992557,rs10992558,rs10992568,rs10992569,rs10992572,rs10992583,rs111746453,rs111793139,rs113069932,rs116152658,rs116940950,rs11789881,rs11794763,rs12338133,rs12351827,rs12377272,rs12377562,rs12378192,rs12378898,rs12380201,rs12380789,rs140404086,rs141516352,rs146094375,rs147529421,rs147959492,rs150385002,rs151004620,rs185061945,rs28715500,rs34002351,rs34274030,rs34938286,rs4744164,rs6479442,rs7043408,rs72741026,rs72741032,rs72741034,rs72741039,rs72741043,rs72741045,rs72741049,rs72741052,rs74547668,rs7469250,rs74759318,rs76660777,rs7852416,rs7854887,rs7855476	###	###	0.21643112371191736	0.35258879169141844	NR2F6,NFIX,ZBTB7A,FOXO4,TCF4,BHLHE41,ESRRA,ETS2,NFIC,TBR1,RXRB,YY1,EGR1,BHLHE40,NR2F1
chr12_122845828_122846057	CLIP1	rs11057562,rs11058001,rs117298393,rs117592229,rs12229345,rs12427421,rs12814554,rs12824701,rs12824925,rs139253296,rs140619185,rs143489583,rs146664074,rs147997291,rs149430542,rs1512023,rs186101621,rs3782153,rs3817012,rs4758694,rs55797965,rs56861120,rs56863652,rs58062133,rs58766840,rs58853108,rs61954397,rs61954399,rs61954403,rs61954405,rs61954416,rs61954418,rs61954424,rs61954441,rs61954442,rs73222225,rs73222227,rs74445077,rs74623984,rs74982877,rs79458277,rs882969	###	###	0.21636988500350604	0.3528927439942473	TEF,SOX9,MEIS3,FOXO4,CTCF,NFIC,CEBPD,RXRB,NR3C1,YY1,FOXG1,ETV1,ARNT2,HLF,POU3F2,ETS1,NFIX,POU3F3,MAFG,FOXJ3,PKNOX2,ETV5,TCF3,TCF4,TCF12,KLF4,TEAD1,ETS2,CEBPB,SOX2,TBP,DBP,NR3C2,FOXO3,RXRA,SOX8,USF2,TBR1,TFE3,GABPA
chr12_70001622_70001823	CCT2	rs10784787,rs10906,rs11177740,rs11177746,rs11177754,rs11177761,rs11177763,rs11177766,rs11177773,rs11177774,rs11177775,rs11177777,rs11177778,rs11177779,rs113094858,rs12366655,rs12367514,rs12367530,rs142072662,rs1596546,rs17106842,rs17106874,rs17225328,rs17225342,rs17225356,rs17225363,rs17813407,rs17813455,rs185769877,rs1867445,rs1979715,rs2161438,rs2547020,rs2588440,rs2601006,rs2601007,rs2920838,rs3201,rs35641,rs35642,rs41292031,rs477028,rs482640,rs486071,rs499555,rs503881,rs512283,rs516391,rs519298,rs519320,rs525808,rs532650,rs542403,rs556678,rs56100203,rs56391388,rs576942,rs61747221,rs61929303,rs61929307,rs61929310,rs61929312,rs61929314,rs698132,rs710741,rs710743,rs710744,rs710745,rs710749,rs710750,rs710751,rs710753,rs710755,rs710759,rs710764,rs710769,rs710774,rs710775,rs710777,rs710779,rs7295466,rs7303571,rs73144539,rs73144556,rs73146569,rs73327722,rs776186,rs776203,rs776206,rs776207,rs776208,rs776209,rs776210,rs776410,rs776411,rs776412,rs776414,rs776418,rs776420,rs776421,rs776422,rs776423,rs776424,rs79123065,rs800371,rs800372,rs800647,rs800648	###	###	0.21619849078301445	0.35374394102672313	TEF,SOX9,HLF,SOX8,POU3F3,FOXO4,ETS2,SOX2,RXRB,SOX15,DBP
chr6_108253033_108253387	SEC63	rs112367931,rs117255600,rs139627110,rs144938168,rs17854547,rs185260701,rs187250984,rs193250928,rs2818195,rs2818196,rs2818199,rs483977,rs57686867,rs72937383,rs76370718,rs79230600,rs847115	###	###	0.2160844329763048	0.3543107933637467	ETS2,SOX2,ATF4
chr12_32823707_32824169	DNM1L	rs10771969,rs10771970,rs10771971,rs10771972,rs10771973,rs10844260,rs10844261,rs10844262,rs10844263,rs10844264,rs10844265,rs10844266,rs10844268,rs10844270,rs10844271,rs10844272,rs11052110,rs11052114,rs11052117,rs11052123,rs11052124,rs11052126,rs11052128,rs11052130,rs11052134,rs11052136,rs111870839,rs112117416,rs112939295,rs113030708,rs1133509,rs11831099,rs12366836,rs12370222,rs1239829,rs12579412,rs12580531,rs12815754,rs12821132,rs138384916,rs143502136,rs1473652,rs147925365,rs1875060,rs1880557,rs1909510,rs34032717,rs4438130,rs4931648,rs55891447,rs56331606,rs56373028,rs56397387,rs61652801,rs6488072,rs67573810,rs67940080,rs7135744,rs7306370,rs7313624,rs78346880,rs7962152,rs7964947,rs7966020,rs7970584,rs7980205	rs56373028	###	0.21581524311354885	0.35564991017230374	TEF,SOX9,MEIS3,NFIC,CEBPD,RXRB,OLIG1,FOXG1,ETV1,HLF,NFIX,POU3F3,PKNOX2,ETV5,TCF3,SOX15,NFE2L1,ETS2,CEBPB,SOX2,RXRA,DLX1,SOX8,TBR1,ESRRA,NR2F1,DBP
chr13_114507838_114508121	GAS6	rs11259840,rs11617177,rs11618382,rs11618448,rs11619074,rs11619248,rs11619369,rs11620017,rs12323210,rs12585097,rs12856045,rs12859529,rs12868614,rs148014671,rs149941829,rs190000024,rs191607985,rs33999512,rs34551980,rs34757933,rs35026066,rs35282253,rs35750387,rs35771574,rs4074949,rs41284479,rs55667556,rs55972198,rs56099283,rs56298096,rs56727814,rs56784334,rs58032708,rs58333234,rs59144674,rs61665229,rs6602907,rs6602908,rs6602909,rs6602910,rs6602911,rs6602912,rs6602913,rs66913836,rs68023809,rs7140110,rs72670674,rs72672432,rs72672436,rs72672437,rs7319527,rs7320583,rs7323932,rs7323938,rs7326506,rs7329864,rs7332546,rs7337339,rs7337498,rs7339235,rs73584240,rs7399637,rs7399657,rs7400614,rs7400722,rs7489746,rs7490390,rs7491226,rs7990393,rs7994900,rs7997306,rs9577923,rs9577924,rs9604471,rs9604490,rs9604523,rs9604525,rs9604526,rs9604527,rs9604573	###	###	0.21569424377044216	0.3562524177668942	SOX9,NR2F6,CTCF,FOXO4,NFIC,RXRB,TRIM28,NR3C1,YY1,FOXG1,MZF1,NFIX,POU3F3,NFIB,TFCP2,ETV5,TCF4,BHLHE41,EGR3,ETS2,EGR1,BHLHE40,FOXO3,RXRA,ELK1,SOX8,ESRRA,NFE2L2,NR2F1
chr6_34379703_34380258	PACSIN1	rs10452589,rs115012008,rs115015414,rs115563690,rs116027048,rs116043379,rs116087931,rs116191936,rs116680338,rs116735364,rs137919257,rs140543379,rs141243973,rs142174001,rs142352149,rs142408068,rs142935280,rs145376701,rs145972093,rs146519491,rs147286510,rs147906242,rs148368936,rs149332863,rs149496314,rs149920860,rs150332096,rs150856258,rs16889678,rs16889690,rs16889754,rs16889851,rs2894394,rs56022767,rs58525086,rs59368811,rs59657493,rs60208416,rs60708749,rs61618829,rs62399910,rs62399914,rs62399917,rs62399919,rs62399946,rs62399947,rs6906664,rs73403996,rs73405614,rs74589601,rs74726580,rs7741867,rs7742115,rs7760471,rs79441819,rs9469774	###	###	0.2155449081060578	0.3569965189672485	ETS2,NR2F1,RXRB,MEIS3
chr3_186034550_186035109	DGKG	rs188095972,rs73182224,rs76372390	###	###	0.2154376888489384	0.35753110083660666	RXRB
chr19_41846580_41846898	TGFB1	rs116952381,rs117246752,rs117745570,rs4987025,rs73047224,rs9973242	###	###	0.21520290890797988	0.35870265979178617	SOX9,SOX8,ETS2,RXRB,NR2F1
chr1_4724335_4724549	AJAP1	rs10799251,rs10915575,rs10915578,rs10915579,rs10915580,rs111709329,rs112802765,rs113311795,rs113541206,rs114168592,rs114235078,rs11580863,rs11588149,rs11588169,rs116065312,rs116655009,rs11799715,rs11809744,rs11810326,rs11810730,rs11810776,rs11811287,rs12083135,rs12122002,rs12131128,rs12133670,rs12133909,rs12135245,rs12137092,rs12137938,rs12138132,rs12140542,rs12402269,rs12406838,rs12408160,rs12408195,rs12409187,rs12411035,rs12565905,rs12567266,rs12747700,rs12752003,rs13376167,rs13376219,rs144096630,rs1466520,rs148160756,rs1531831,rs1564666,rs1564667,rs17344947,rs17421247,rs17455108,rs189129356,rs2035454,rs2035455,rs2071989,rs2071990,rs2071991,rs2071995,rs2071996,rs2071998,rs34993795,rs3766954,rs3947662,rs4092258,rs4281299,rs59390834,rs59425660,rs60463828,rs61093582,rs61265167,rs61764994,rs61764995,rs61765001,rs6426432,rs6658098,rs6658403,rs6672744,rs6703802,rs72637542,rs72637550,rs72637576,rs72637578,rs72637581,rs72637582,rs72637585,rs72637587,rs72637589,rs72637591,rs72637594,rs74051909,rs74051915,rs74051929,rs7517225,rs7517857,rs7528064,rs7541459,rs76277841,rs76508223,rs76789200,rs77551369,rs78493523,rs974634	###	###	0.21506138591857707	0.3594095073719481	ETS2
chr15_42679189_42680129	CAPN3	rs112253071,rs112260311,rs113553910,rs116852089,rs12324205,rs12438240,rs12594633,rs142987154,rs143617676,rs143756970,rs16952474,rs16973226,rs17764737,rs17764849,rs187600723,rs2412709,rs28364382,rs28364433,rs28364447,rs28364466,rs28364469,rs28364514,rs28364550,rs28364552,rs28364553,rs28364554,rs28745878,rs35896246,rs3743003,rs4924675,rs4924676,rs55671734,rs57134130,rs6493046,rs7180315,rs77950710,rs78416685,rs80216540	###	###	0.2150251893514642	0.3595903713428489	SOX9,NFIX,ETS2,RXRB,NR2F1
chr15_65188681_65188885	OAZ2	rs111308413,rs111922377,rs112255965,rs117717814,rs12438783,rs142954480,rs145828359,rs147430821,rs151291619,rs1684042,rs1719261,rs2046509,rs2056497,rs2177242,rs28465588,rs28603258,rs28750270,rs4776650,rs56337111,rs56407595,rs707603,rs7175351,rs72733239,rs72733242,rs72733245,rs72733254,rs72733256,rs72733257,rs72733258,rs72735380,rs72735397,rs72735398,rs72737204,rs72737218,rs72737221,rs72737234,rs72737297,rs72737298,rs72737301,rs72737302,rs72739204,rs72739207,rs72757646,rs8027676,rs936867	rs72737221	###	0.21490001800888897	0.3602160592501129	SOX9,NR2F6,MAZ,SOX10,CTCF,NFIC,NR2F2,RXRB,NR3C1,YY1,JDP2,OLIG1,FOXG1,ETV1,TCF7L2,SMAD3,MZF1,NFIA,HEY1,ARX,E2F3,POU3F2,NFIX,ETS1,POU3F3,MAFG,E2F1,GABPA,SOX15,ETV5,TCF3,NFIB,TCF4,NFE2L1,NEUROD2,TCF12,FLI1,MAFB,EGR4,BHLHE41,MAF,ETS2,EGR3,SOX2,SRF,EGR1,BHLHE40,TBP,RFX5,NR3C2,RXRG,SOX21,RXRA,RARA,SOX8,ZBTB7A,ESRRA,NFE2L2,ELF2,NR2F1,ATF3
chr10_27367009_27367401	YME1L1	rs10443987,rs10764671,rs10829163,rs10829164,rs10829165,rs10829167,rs11015463,rs187531923,rs2368197,rs2368204,rs34844053,rs35995872,rs3824691,rs3904244,rs41304587,rs4747581,rs4747584,rs4749221,rs6415983,rs6482591,rs6482593,rs6482594,rs6482595,rs7079807,rs7096505,rs78955370,rs7902690,rs80254056	###	###	0.2148883823886521	0.36027424071455716	SOX9,NR2F6,MEIS3,NFIX,SOX8,FOXO4,E2F1,ETS2,CEBPD,RXRB,YY1,ETV5,TCF4,NR2F1
chr18_19198762_19199107	SNRPD1	rs11083219,rs11083243,rs111637387,rs113377707,rs113432207,rs11659957,rs11660389,rs11660450,rs11660772,rs11661119,rs11661518,rs11661866,rs11662308,rs11662724,rs11662735,rs11662899,rs11664857,rs11665314,rs116826070,rs11872965,rs12953407,rs1318652,rs13381941,rs138877068,rs140148428,rs141378151,rs142827866,rs144187271,rs148536942,rs149064916,rs1815800,rs2076979,rs2156557,rs2570957,rs2570958,rs2658450,rs2847117,rs2847120,rs2847125,rs2847129,rs2847136,rs2847139,rs2850551,rs2850553,rs2850556,rs2850558,rs2850559,rs2850567,rs2850568,rs2850571,rs2850574,rs2850575,rs2850576,rs2959514,rs2959517,rs2959525,rs2959526,rs2959527,rs3017641,rs3017643,rs3017644,rs34202260,rs34373167,rs35924188,rs3752099,rs45613238,rs4800284,rs4800799,rs56019306,rs56043522,rs56410879,rs57601148,rs58571706,rs58805445,rs60354581,rs6508481,rs6508492,rs6508540,rs71358438,rs7232558,rs7240311,rs72884767,rs73427772,rs7407196,rs7407412,rs7407416,rs75155754,rs76355272,rs76568655,rs77637769,rs8088368,rs8089831,rs8095809,rs960359,rs973730,rs9946892	rs2847139	###	0.21484880106905077	0.36047218297407113	MEIS3,NR2F6,NFIX,RXRA,ZBTB7A,FOXO4,TBR1,E2F1,ETS2,RXRB,YY1,ETV5,NR2F1
chr9_139076816_139077421	NACC2	rs10858228,rs10858230,rs10858235,rs11103356,rs112048099,rs112262550,rs117676445,rs11792632,rs11793076,rs118073910,rs12551289,rs12552139,rs138639772,rs141876212,rs145787298,rs148234423,rs17038777,rs192774374,rs2090842,rs2090843,rs2385379,rs2891755,rs4842116,rs55846135,rs56413936,rs61090951,rs7028350,rs72773759,rs73556679,rs76409083,rs80079184,rs9695865	###	###	0.2146945110794006	0.3612441285157174	ID4,SOX9,NR2F6,MEIS3,MAZ,CTCF,KLF16,NFIC,RXRB,YY1,MAX,FOXG1,ETV1,E2F3,MZF1,HEY1,ARNT2,KLF13,NFIX,USF1,POU3F3,E2F1,THRA,ETV5,TCF3,TCF4,ID1,BHLHE41,EGR3,ETS2,SOX2,SRF,EGR1,BHLHE40,MXI1,RXRA,ID2,ZBTB7A,USF2,TBR1,ESRRA,NFE2L2,NR2F1,TFE3,GABPA
chr17_66254541_66254819	AMZ2	rs1076330,rs11077464,rs111527797,rs112951616,rs113588108,rs11868896,rs11870866,rs12450447,rs12450487,rs12451378,rs12600946,rs12601802,rs12602076,rs12935883,rs12936145,rs12936211,rs12937332,rs12939487,rs12940934,rs12942732,rs12943854,rs12944987,rs12945324,rs12945498,rs12945969,rs12946130,rs12946546,rs12947534,rs12948286,rs12952590,rs140229136,rs142208738,rs148609632,rs150924972,rs16972838,rs1808249,rs182187370,rs1860035,rs188106408,rs2005776,rs2005777,rs2018382,rs2072268,rs2362726,rs2362728,rs2362731,rs2362732,rs34080227,rs34160222,rs34312280,rs34497818,rs34908083,rs35309522,rs35566458,rs35639328,rs35924680,rs36090560,rs36103471,rs3760272,rs3764854,rs3764855,rs3863515,rs3888626,rs3972196,rs4078628,rs4277406,rs4968788,rs4968789,rs4968794,rs4968858,rs4968868,rs55747927,rs55782944,rs55798302,rs55801252,rs55851319,rs55893603,rs55957500,rs55997202,rs56120843,rs56122003,rs56275835,rs56930304,rs57309159,rs57377263,rs57594173,rs58836469,rs59431248,rs59956579,rs62087134,rs6501288,rs6501289,rs6501293,rs6501315,rs66547963,rs67665336,rs71387386,rs71387392,rs7207764,rs7207774,rs7208402,rs7210021,rs7211513,rs7212386,rs7214078,rs7214223,rs7216182,rs7216825,rs7216982,rs7218388,rs7220544,rs7220991,rs7221783,rs7224860,rs72850708,rs72850712,rs73349669,rs74252519,rs74252523,rs78593635,rs80015002,rs8076389,rs8080714,rs8082453,rs965991,rs9901769,rs9909207,rs9914852,rs9944517	###	###	0.2146419920187976	0.361507021644744	MEIS3,NR2F6,NFIX,POU3F3,TCF4,TBR1,NFIC,ESRRA,ETS2,E2F1,RXRB,YY1,SRF,PKNOX2,TBP,SOX2,FOXG1,NR2F1,NFE2L1,ETV5
chr19_9960563_9960763	PIN1	rs114413618,rs116304688,rs116477561,rs117547060,rs12982827,rs147513279,rs147773131,rs151159595,rs34336739,rs3745577,rs4239546,rs4804461,rs4804465,rs4804473,rs62104298,rs67846065,rs7246434,rs7249206,rs7255687	###	###	0.21462832281426558	0.36157545591336215	MXI1,MEIS3,BHLHE40,NFIX,RXRA,MXD4,POU3F3,CTCF,TCF4,ZBTB7A,NFIC,ESRRA,ETS2,EGR3,RXRB,EGR1,ETV5,NR2F1
chr8_144869561_144870857	NRBP2	rs10106751,rs111444538,rs111652192,rs111823267,rs112051394,rs112114233,rs112221825,rs112253984,rs113343259,rs114188925,rs114703814,rs117098301,rs117873441,rs11986380,rs141041427,rs145486468,rs145990744,rs147670380,rs147693346,rs147797560,rs149608943,rs151079969,rs185453242,rs189499356,rs191259160,rs55736311,rs56163237,rs57051554,rs57333510,rs58237361,rs58499871,rs59317133,rs60604263,rs60633942,rs60893857,rs60985780,rs61749036,rs62526393,rs62526394,rs62526396,rs62526398,rs62526401,rs62526407,rs62526409,rs6558388,rs74340062,rs74635366,rs75830013,rs76092495,rs77906655,rs77918290,rs7820351,rs7823975,rs7828225,rs78703193,rs79114279	rs191259160	###	0.21450036829424682	0.36221626902970416	ETS2,NR2F1,NFIC,NFIX
chr11_66264447_66264675	PELI3	rs10501397,rs10896124,rs10896125,rs111511881,rs11227495,rs11227497,rs11227498,rs11227499,rs11227500,rs11227501,rs11227502,rs11227503,rs11227506,rs11227509,rs11227510,rs11227511,rs11227512,rs11227514,rs11227515,rs11227522,rs11227523,rs11227525,rs11227527,rs11550299,rs117107530,rs117112180,rs117234086,rs11821155,rs11822028,rs11822099,rs11824771,rs12099041,rs12221821,rs12223478,rs12223479,rs12272545,rs12417045,rs12421620,rs141838351,rs1671063,rs1671065,rs1700184,rs17065,rs17147644,rs17496250,rs17580784,rs1791683,rs1791687,rs2276406,rs2277302,rs2279863,rs2279864,rs2298806,rs2305532,rs2305533,rs2305534,rs2305535,rs2444846,rs28414721,rs3179961,rs35733139,rs3737525,rs3741360,rs3816492,rs3819247,rs3825065,rs3867132,rs3892818,rs4542420,rs4930183,rs4930377,rs4930378,rs4930379,rs4930380,rs56144989,rs57207756,rs57288351,rs57596493,rs57634456,rs57691879,rs57724777,rs59421767,rs59982644,rs60358007,rs60645853,rs61561111,rs61582507,rs7104378,rs7116921,rs7116940,rs7123176,rs72923011,rs74869459,rs74933537,rs75003264,rs75546553,rs75683511,rs75685325,rs78999944,rs7925108,rs7928882,rs7943327,rs7950407,rs7950790,rs80100524,rs8432	###	###	0.21420346681984762	0.3637046764155081	NFIX,TCF4,ESRRA,ETS2,RXRB,EGR1,NR2F1
chr1_39383947_39385116	AKIRIN1	rs139916522,rs181019674,rs181391438,rs7522863	rs7522863	###	0.21411738885483342	0.36413658299499085	ETS2,RXRB,EGR1,BHLHE40,NR2F1
chr15_78536682_78537272	WDR61	rs1010389,rs10162606,rs11072745,rs11072746,rs11072747,rs112459071,rs11629630,rs11631528,rs11631613,rs11633763,rs11633822,rs11633894,rs11635815,rs11637790,rs11638991,rs118042195,rs12442376,rs12592062,rs12708524,rs12901552,rs12904669,rs12909123,rs146938812,rs147108150,rs148177597,rs1519818,rs1519819,rs1533665,rs16969656,rs16969675,rs17402006,rs186449282,rs1879155,rs1969341,rs1980229,rs1980230,rs2013093,rs2037347,rs2280365,rs2280366,rs28539781,rs35078436,rs3743084,rs3813574,rs3813575,rs3813577,rs41422846,rs4283196,rs4616260,rs4886564,rs4887027,rs55639638,rs56116800,rs56186834,rs56229935,rs56273823,rs56291665,rs56942697,rs59839442,rs62007839,rs66994426,rs6996,rs7170960,rs7173851,rs7176976,rs7183158,rs72736715,rs8024207,rs8025999,rs8026517,rs8027099,rs8032174,rs8032417,rs8041847,rs8043149,rs8182033,rs876364,rs932218,rs967821	rs1879155	###	0.21406051278773794	0.3644220602743431	ETS2
chr5_6450314_6450542	UBE2QL1	rs10038921,rs10041225,rs10044731,rs10044732,rs10060481,rs10068727,rs10071626,rs10071909,rs10076316,rs10076321,rs10078824,rs10462816,rs115075183,rs11747806,rs12186925,rs12653796,rs12655198,rs12657037,rs12657052,rs12657713,rs13359933,rs13360731,rs13360736,rs1393067,rs142074796,rs142543760,rs1472599,rs1472757,rs148967748,rs1501618,rs1542888,rs166625,rs16877273,rs16877282,rs169251,rs180848482,rs181040716,rs185654,rs186705886,rs1875454,rs2398138,rs2398139,rs2651943,rs2651945,rs2657020,rs2657021,rs272470,rs272472,rs272473,rs272474,rs272475,rs272476,rs272479,rs272481,rs28556741,rs28654299,rs28670049,rs28697032,rs4701734,rs4702351,rs56111363,rs62331825,rs6555393,rs6869437,rs72716098,rs72716100,rs73736854,rs76445988,rs7714347,rs77360149,rs79215707,rs79971768,rs824624,rs824625,rs824627,rs824629,rs824631,rs824632,rs824634,rs824636,rs824638,rs863739,rs9313154,rs9313155,rs9687391	###	###	0.2140344004579239	0.3645531507449158	ARNT2
chr17_40004353_40004762	NT5C3B	rs1043002,rs1043007,rs1046403,rs1046404,rs10852947,rs11079016,rs11079017,rs11079019,rs112337740,rs1128966,rs11651697,rs11657944,rs118092063,rs11871200,rs12936561,rs12937036,rs12938766,rs12939810,rs12941622,rs12950278,rs12951885,rs12952506,rs1319763,rs140899664,rs142553639,rs1436440,rs144311899,rs145443616,rs147932641,rs148565567,rs1529933,rs17498604,rs1808787,rs181226821,rs1836878,rs1836880,rs1865841,rs1865842,rs187181039,rs2883065,rs34200091,rs34545398,rs34672008,rs34771282,rs35051135,rs35114175,rs35305937,rs35341709,rs35896706,rs35990081,rs3744779,rs3744780,rs3744781,rs3744782,rs3887424,rs4031019,rs4334345,rs4372739,rs4458050,rs4513146,rs4514730,rs4796617,rs4796713,rs4796714,rs4796715,rs4796717,rs4796718,rs4796719,rs4796721,rs4796725,rs4796726,rs4796729,rs4796734,rs57672173,rs62074954,rs6503667,rs6503672,rs67473931,rs71373456,rs71373464,rs7208062,rs7208199,rs7212972,rs7215297,rs7216097,rs7216461,rs7216546,rs75326047,rs76745238,rs7713,rs79853117,rs80225105,rs8069261,rs8069503,rs8071234,rs8071627,rs8071753,rs8073219,rs8075291,rs8075945,rs8079567,rs8081590,rs9303316,rs9303317,rs9303318,rs9303319,rs934647,rs9797235,rs9797236,rs9895218,rs9896766,rs9896980,rs9897034,rs9902424,rs9902501,rs9912300	###	###	0.2137753593464641	0.3658544581588351	SOX9,NR2F6,NFIX,RXRA,SOX8,CTCF,FOXO4,TBR1,ESRRA,ETS2,SOX2,RXRB,SRF,YY1,ETV5,NR2F1
chr1_9323743_9324312	SPSB1	rs10746487,rs10864406,rs11121344,rs11121356,rs11121366,rs111748199,rs112541935,rs113563611,rs1138467,rs114709597,rs11576150,rs11585098,rs11590326,rs116050701,rs12042692,rs12058863,rs12063692,rs12064223,rs12072683,rs12093524,rs12121476,rs12144045,rs12314,rs12730280,rs1294014,rs1294032,rs145050476,rs147032816,rs17368528,rs1815615,rs191517597,rs192331005,rs2071931,rs2072734,rs2072735,rs2097520,rs2179072,rs2268170,rs2871655,rs2871656,rs4465231,rs45491397,rs545087,rs55707118,rs55935885,rs563317,rs56333749,rs57355294,rs57533288,rs61783460,rs61783463,rs61783464,rs61783472,rs61783491,rs61783492,rs61785090,rs621846,rs622662,rs658997,rs6688233,rs6688832,rs677665,rs72641816,rs72641817,rs72641821,rs72641823,rs72641824,rs72641831,rs72641832,rs72641835,rs72642704,rs731183,rs7514387,rs7517538,rs7544514,rs75573311,rs76919829,rs78061576,rs916381,rs916384,rs916385,rs9434742,rs9434743,rs9434751,rs9434752,rs9434753,rs9434757,rs9435158,rs9435163,rs9435164,rs9435166,rs9435167,rs9435171,rs9435183,rs9435184,rs9435202,rs9442571,rs9442580,rs946597,rs946600	rs17368528,rs6688832	###	0.2135561526809571	0.36695686265874716	ETS2
chr16_89035356_89035564	CBFA2T3	rs112670930,rs117066224,rs141742342,rs143760364,rs180709403,rs2067792,rs35488069,rs4039574,rs55907934,rs56331811,rs61233390,rs7201599,rs72815513	rs2067792	###	0.2134413753981185	0.3675345236165687	ETS2,RXRB,BHLHE40
chr17_37810697_37811179	MIEN1	rs111245383,rs111774995,rs113120593,rs113831251,rs116936671,rs140330658,rs145201208,rs148325095,rs150844681,rs16965199,rs28498326,rs34530498,rs35464006,rs35797948,rs4252596,rs45540732,rs45578741,rs5638,rs74344980,rs75287590,rs75314826,rs75452879,rs75849983,rs76096054,rs76176725,rs77725369,rs79524843,rs9532,rs9896679,rs9908580,rs9913626	rs75452879	###	0.21331236584716445	0.36818417185539576	ETS2,RXRB
chr17_58234118_58234471	HEATR6	rs10438768,rs10468556,rs10853018,rs11079395,rs112063323,rs11657467,rs117070421,rs117154637,rs117928432,rs118033749,rs11867569,rs11867571,rs11867682,rs12051572,rs12946453,rs12946928,rs138216725,rs141665670,rs142238919,rs145115039,rs146954403,rs147802630,rs148861053,rs150818025,rs171104,rs173184,rs1843137,rs193192925,rs2333656,rs2627910,rs2627911,rs345160,rs345161,rs345162,rs345163,rs345165,rs345168,rs345169,rs345170,rs345171,rs345173,rs345174,rs345175,rs345176,rs345182,rs345183,rs345184,rs345185,rs345186,rs345187,rs345188,rs345189,rs345190,rs345192,rs345193,rs345194,rs34690480,rs34820870,rs36065023,rs3863505,rs4968340,rs4968406,rs56063253,rs58645952,rs62083731,rs6503947,rs7216167,rs7216271,rs72843518,rs74844598,rs75506524,rs77439288,rs78879211,rs8080635,rs8081937,rs923038,rs9303418,rs9675236,rs9891296,rs9905484,rs9905486	rs117154637	###	0.2131677772014457	0.36891271925017555	ETS2
chr1_41106045_41106344	RIMS3	rs114969131,rs144734155,rs150137694,rs523667,rs527232	###	###	0.2129658537829235	0.3699309509571491	ID4,MAZ,CTCF,FOXO4,YY1,FOXG1,OLIG1,MZF1,ARNT2,NFIX,POU3F3,ETV5,TCF4,ID1,BHLHE41,EGR3,ETS2,EGR1,BHLHE40,TBP,ELK1,ID2,ZBTB7A,USF2,TBR1,ESRRA,TFE3,GABPA
chr19_9916744_9916962	UBL5	rs117547060,rs145200147,rs151159595,rs34336739,rs3745577,rs4804461	###	###	0.2128948013635834	0.37028946175570643	TEF,MEIS3,NFIX,FOXO4,ESRRA,TBR1,ETS2,SOX2,RXRB,YY1,ETV5
chr1_1192367_1192668	DVL1	rs11260563,rs11260575,rs11260576,rs11260577,rs11260578,rs11804831,rs12089192,rs12410087,rs12563338,rs1268339,rs12751100,rs13306647,rs140694131,rs181192706,rs182644909,rs2064600,rs2239609,rs2273276,rs3737722,rs3737723,rs4018608,rs4970364,rs4970430,rs55812745,rs55834051,rs56210437,rs56378990,rs56673092,rs58080375,rs58937376,rs59225223,rs60252802,rs6603782,rs6603788,rs6665791,rs6685064,rs6689813,rs6697886,rs74046660,rs74046664,rs74046665,rs7528416,rs77131666,rs944369	###	###	0.21270909196199814	0.3712270314455849	ID4,NR2F6,CTCF,FOXO4,NFIC,RXRB,YY1,ETV1,HEY1,ARNT2,ETS1,NFIX,USF1,POU3F3,ETV5,TCF3,TCF4,ID1,BHLHE41,EGR3,ETS2,SRF,EGR1,BHLHE40,TBP,FOXO3,RXRA,ID2,HES1,ZBTB7A,USF2,ESRRA,NFE2L2,NR2F1,TFE3
